GeneSymbol	GO_term
RPL23	negative regulation of ubiquitin protein ligase activity
RPL23	negative regulation of ubiquitin-dependent protein catabolic process
RPL23	G1 to G0 transition
RPL23	regulation of G1 to G0 transition
RPL23	positive regulation of cell population proliferation
RPL23	positive regulation of signal transduction by p53 class mediator
RPL23	synapse
RPL23	
RPL23	RNA processing
RPL26	structural constituent of ribosome
RPL26	translation
RPL26	ribosome
RPL26	RNA binding
RPL26	large ribosomal subunit
RPL26	cytoplasm
RPL26	membrane
RPL26	ribonucleoprotein complex
RPL26	rRNA processing
RPL26	protein binding
RPL26	cytoplasmic translation
RPL26	cytosol
RPL26	extracellular exosome
RPL26	cytosolic large ribosomal subunit
RPL26	ribosomal large subunit biogenesis
RPL26	mRNA 5'-UTR binding
RPL26	cellular response to gamma radiation
RPL26	nucleoplasm
RPL26	DNA damage response, signal transduction by p53 class mediator
RPL26	cellular response to UV
RPL26	cytosolic ribosome
RPL26	nucleolus
RPL26	positive regulation of translation
RPL26	positive regulation of DNA damage response, signal transduction by p53 class mediator
RPL26	positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
RPL26	regulation of translation involved in cellular response to UV
RPL26	
RPL27	structural constituent of ribosome
RPL27	translation
RPL27	ribosome
RPL27	nucleus
RPL27	RNA binding
RPL27	cytoplasm
RPL27	membrane
RPL27	nucleoplasm
RPL27	protein binding
RPL27	endoplasmic reticulum
RPL27	nucleolus
RPL27	cytosol
RPL27	rough endoplasmic reticulum
RPL27	ribonucleoprotein complex
RPL27	rRNA processing
RPL27	focal adhesion
RPL27	extracellular exosome
RPL27	cytosolic large ribosomal subunit
RPL27	cytoplasmic translation
RPL27	cytoplasmic side of rough endoplasmic reticulum membrane
RPL27	cytosolic ribosome
RPL27	
RPL27	synapse
RPL30	
RPL30	structural constituent of ribosome
RPL30	RNA binding
RPL30	cytosolic large ribosomal subunit
RPL30	nucleus
RPL30	cytoplasm
RPL30	membrane
RPL30	protein binding
RPL30	translation
RPL30	ribonucleoprotein complex
RPL30	ribosome
RPL30	focal adhesion
RPL30	killing of cells of another organism
RPL30	defense response to Gram-negative bacterium
RPL30	cytosol
RPL30	extracellular exosome
RPL30	antimicrobial humoral immune response mediated by antimicrobial peptide
RPL30	cytoplasmic translation
RPL30	cytosolic ribosome
RPL30	postsynaptic density
RPL30	synapse
RPL31	structural constituent of ribosome
RPL31	translation
RPL31	ribosome
RPL31	RNA binding
RPL31	cytoplasm
RPL31	membrane
RPL31	protein binding
RPL31	ribonucleoprotein complex
RPL31	focal adhesion
RPL31	cytoplasmic translation
RPL31	cytosol
RPL31	extracellular exosome
RPL31	cytosolic large ribosomal subunit
RPL31	cytosolic ribosome
RPL35A	
RPL35A	structural constituent of ribosome
RPL35A	translation
RPL35A	ribosome
RPL35A	RNA binding
RPL35A	cytoplasm
RPL35A	membrane
RPL35A	protein binding
RPL35A	ribonucleoprotein complex
RPL35A	rRNA processing
RPL35A	tRNA binding
RPL35A	cytoplasmic translation
RPL35A	cytosol
RPL35A	extracellular exosome
RPL35A	cytosolic large ribosomal subunit
RPL35A	ribosomal large subunit biogenesis
RPL35A	cytosolic ribosome
RPL35A	synapse
RPL39	RNA processing
RPL39	nucleolus
RPL39	structural constituent of ribosome
RPL39	translation
RPL39	ribosome
RPL39	RNA binding
RPL39	cytoplasm
RPL39	ribonucleoprotein complex
RPL39	extracellular space
RPL39	defense response to Gram-positive bacterium
RPL39	cytosol
RPL39	cytosolic large ribosomal subunit
RPL39	innate immune response in mucosa
RPL39	antibacterial humoral response
RPL39	antimicrobial humoral immune response mediated by antimicrobial peptide
RPL39	cytoplasmic translation
RPL39	cytosolic ribosome
RPL39	
RPL7	
RPL7	structural constituent of ribosome
RPL7	RNA binding
RPL7	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
RPL7	cytoplasm
RPL7	ribonucleoprotein complex
RPL7	ribosome
RPL7	nucleus
RPL7	membrane
RPL7	endoplasmic reticulum
RPL7	cytosol
RPL7	protein binding
RPL7	nucleolus
RPL7	translation
RPL7	rRNA processing
RPL7	focal adhesion
RPL7	cytosolic large ribosomal subunit
RPL7	ribosomal large subunit biogenesis
RPL7	cytoplasmic translation
RPL7	DNA binding
RPL7	identical protein binding
RPL7	cytosolic ribosome
RPL7	postsynaptic density
RPL7	mRNA binding
RPL9	structural constituent of ribosome
RPL9	translation
RPL9	ribosome
RPL9	rRNA binding
RPL9	nucleus
RPL9	cytoplasm
RPL9	membrane
RPL9	protein binding
RPL9	ribonucleoprotein complex
RPL9	focal adhesion
RPL9	cytoplasmic translation
RPL9	cytosol
RPL9	cytosolic large ribosomal subunit
RPL9	RNA binding
RPL9	cytosolic ribosome
RPL9	
RPS15A	structural constituent of ribosome
RPS15A	translation
RPS15A	ribosome
RPS15A	nucleus
RPS15A	RNA binding
RPS15A	cytoplasm
RPS15A	membrane
RPS15A	protein binding
RPS15A	ribonucleoprotein complex
RPS15A	nucleolus
RPS15A	positive regulation of cell population proliferation
RPS15A	cytosolic small ribosomal subunit
RPS15A	nucleoplasm
RPS15A	response to virus
RPS15A	cytosol
RPS15A	extracellular exosome
RPS15A	cytoplasmic translation
RPS15A	ribosomal small subunit biogenesis
RPS15A	small-subunit processome
RPS15A	positive regulation of cell cycle
RPS15A	cytosolic ribosome
RPS15A	
RPS17	structural constituent of ribosome
RPS17	translation
RPS17	ribosome
RPS17	nucleus
RPS17	RNA binding
RPS17	cytoplasm
RPS17	membrane
RPS17	ribonucleoprotein complex
RPS17	nucleolus
RPS17	cytosolic ribosome
RPS17	rRNA processing
RPS17	translational initiation
RPS17	focal adhesion
RPS17	cytosolic small ribosomal subunit
RPS17	nucleoplasm
RPS17	cytosol
RPS17	cytoplasmic translation
RPS17	ribosomal small subunit biogenesis
RPS17	small-subunit processome
RPS17	erythrocyte homeostasis
RPS17	
RPS18	structural constituent of ribosome
RPS18	translation
RPS18	ribosome
RPS18	RNA binding
RPS18	nucleic acid binding
RPS18	cytosol
RPS18	ribonucleoprotein complex
RPS18	collagen trimer
RPS18	nucleus
RPS18	cytoplasm
RPS18	membrane
RPS18	protein binding
RPS18	cytosolic ribosome
RPS18	rRNA binding
RPS18	focal adhesion
RPS18	cytosolic small ribosomal subunit
RPS18	nucleoplasm
RPS18	small ribosomal subunit
RPS18	extracellular exosome
RPS18	cytoplasmic translation
RPS18	postsynaptic density
RPS18	synapse
RPS18	
RPS27	
RPS27	structural constituent of ribosome
RPS27	translation
RPS27	ribosome
RPS27	nucleus
RPS27	RNA binding
RPS27	cytoplasm
RPS27	protein binding
RPS27	zinc ion binding
RPS27	DNA binding
RPS27	ribonucleoprotein complex
RPS27	nucleolus
RPS27	rRNA processing
RPS27	cytosolic small ribosomal subunit
RPS27	nucleoplasm
RPS27	ribosomal small subunit assembly
RPS27	cytosol
RPS27	cytoplasmic translation
RPS27	ribosomal small subunit biogenesis
RPS27	small-subunit processome
RPS27	cytosolic ribosome
RPS27	postsynaptic density
RPS3A	structural constituent of ribosome
RPS3A	translation
RPS3A	ribosome
RPS3A	cytoplasm
RPS3A	endoplasmic reticulum
RPS3A	cytosol
RPS3A	nucleolus
RPS3A	ribonucleoprotein complex
RPS3A	
RPS3A	nucleus
RPS3A	RNA binding
RPS3A	protein binding
RPS3A	negative regulation of apoptotic process
RPS3A	cell differentiation
RPS3A	translational initiation
RPS3A	focal adhesion
RPS3A	cytosolic small ribosomal subunit
RPS3A	nucleoplasm
RPS3A	extracellular exosome
RPS3A	cytoplasmic translation
RPS3A	ribosomal small subunit biogenesis
RPS3A	small-subunit processome
RPS3A	mRNA 5'-UTR binding
RPS3A	cytosolic ribosome
RPS4Y1	structural constituent of ribosome
RPS4Y1	translation
RPS4Y1	ribosome
RPS4Y1	RNA binding
RPS4Y1	nucleus
RPS4Y1	membrane
RPS4Y1	ribonucleoprotein complex
RPS4Y1	rRNA binding
RPS4Y1	cytosolic small ribosomal subunit
RPS4Y1	nucleoplasm
RPS4Y1	cytosol
RPS4Y1	
RPS9	structural constituent of ribosome
RPS9	translation
RPS9	RNA binding
RPS9	rRNA binding
RPS9	small ribosomal subunit
RPS9	nucleus
RPS9	cytoplasm
RPS9	ribonucleoprotein complex
RPS9	ribosome
RPS9	nucleolus
RPS9	membrane
RPS9	protein binding
RPS9	focal adhesion
RPS9	positive regulation of cell population proliferation
RPS9	cytosolic small ribosomal subunit
RPS9	nucleoplasm
RPS9	cytosol
RPS9	extracellular exosome
RPS9	translation regulator activity
RPS9	regulation of translation
RPS9	cytoplasmic translation
RPS9	ribosomal small subunit biogenesis
RPS9	small-subunit processome
RPS9	cytosolic ribosome
RPS9	
RPS9	synapse
RSBN1	nucleus
RSBN1	metal ion binding
RSBN1	chromatin remodeling
RSBN1	chromatin organization
RSBN1	dioxygenase activity
RSBN1	histone H4K20 demethylase activity
RSBN1	endoplasmic reticulum
RSBN1	
S100A12	calcium ion binding
S100A12	nucleus
S100A12	cytoplasm
S100A12	extracellular region
S100A12	plasma membrane
S100A12	metal ion binding
S100A12	cytoskeleton
S100A12	protein binding
S100A12	zinc ion binding
S100A12	innate immune response
S100A12	cytosol
S100A12	identical protein binding
S100A12	inflammatory response
S100A12	defense response to bacterium
S100A12	killing of cells of another organism
S100A12	neutrophil chemotaxis
S100A12	positive regulation of canonical NF-kappaB signal transduction
S100A12	positive regulation of inflammatory response
S100A12	calcium-dependent protein binding
S100A12	copper ion binding
S100A12	antimicrobial humoral immune response mediated by antimicrobial peptide
S100A12	positive regulation of NF-kappaB transcription factor activity
S100A12	secretory granule lumen
S100A12	xenobiotic metabolic process
S100A12	defense response to fungus
S100A12	endothelial cell migration
S100A12	positive regulation of MAP kinase activity
S100A12	monocyte chemotaxis
S100A12	RAGE receptor binding
S100A12	mast cell activation
S100A8	calcium ion binding
S100A8	nucleus
S100A8	cytoplasm
S100A8	extracellular region
S100A8	plasma membrane
S100A8	cytosol
S100A8	metal ion binding
S100A8	cytoskeleton
S100A8	protein binding
S100A8	zinc ion binding
S100A8	autophagy
S100A8	apoptotic process
S100A8	innate immune response
S100A8	intermediate filament cytoskeleton
S100A8	extracellular space
S100A8	chemotaxis
S100A8	inflammatory response
S100A8	defense response to bacterium
S100A8	neutrophil chemotaxis
S100A8	microtubule binding
S100A8	extracellular exosome
S100A8	regulation of cytoskeleton organization
S100A8	response to lipopolysaccharide
S100A8	positive regulation of inflammatory response
S100A8	calcium-dependent protein binding
S100A8	collagen-containing extracellular matrix
S100A8	positive regulation of intrinsic apoptotic signaling pathway
S100A8	positive regulation of NF-kappaB transcription factor activity
S100A8	secretory granule lumen
S100A8	arachidonic acid binding
S100A8	positive regulation of cell growth
S100A8	defense response to fungus
S100A8	endothelial cell migration
S100A8	RAGE receptor binding
S100A8	Toll-like receptor 4 binding
S100A8	leukocyte migration involved in inflammatory response
S100A8	peptidyl-cysteine S-nitrosylation
S100A8	regulation of toll-like receptor signaling pathway
S100A8	neutrophil aggregation
S100A8	calprotectin complex
S100A8	S100A8 complex
S100A8	chronic inflammatory response
S100A8	peptide secretion
S100A8	positive regulation of peptide secretion
S100A8	response to zinc ion
S100A8	astrocyte development
S100A8	autocrine signaling
S100A8	response to ethanol
S100A8	
S100P	calcium ion binding
S100P	transition metal ion binding
S100P	cytoplasm
S100P	nucleus
S100P	plasma membrane
S100P	cell projection
S100P	nucleoplasm
S100P	metal ion binding
S100P	protein binding
S100P	protein homodimerization activity
S100P	extracellular region
S100P	microvillus membrane
S100P	cadherin binding
S100P	extracellular exosome
S100P	calcium-dependent protein binding
S100P	secretory granule lumen
S100P	endothelial cell migration
S100P	magnesium ion binding
S100P	
SLC35A1	
SLC35A1	membrane
SLC35A1	Golgi membrane
SLC35A1	pyrimidine nucleotide-sugar transmembrane transporter activity
SLC35A1	pyrimidine nucleotide-sugar transmembrane transport
SLC35A1	Golgi apparatus
SLC35A1	protein binding
SLC35A1	antiporter activity
SLC35A1	plasma membrane
SLC35A1	carbohydrate metabolic process
SLC35A1	protein modification process
SLC35A1	CMP-N-acetylneuraminate transmembrane transporter activity
SLC35A1	CMP-N-acetylneuraminate transmembrane transport
SLC35A1	N-acetylneuraminate metabolic process
SLC35A1	CMP-N-acetylneuraminate biosynthetic process
SLC38A2	plasma membrane
SLC38A2	protein binding
SLC38A2	symporter activity
SLC38A2	amino acid transport
SLC38A2	sodium ion transport
SLC38A2	sodium ion transmembrane transport
SLC38A2	amino acid transmembrane transport
SLC38A2	cytoplasm
SLC38A2	positive regulation of gene expression
SLC38A2	neurotransmitter transport
SLC38A2	transport across blood-brain barrier
SLC38A2	amino acid transmembrane transporter activity
SLC38A2	proline transport
SLC38A2	amino acid:sodium symporter activity
SLC38A2	L-serine transmembrane transporter activity
SLC38A2	alanine transport
SLC38A2	positive regulation of RNA splicing
SLC38A2	L-glutamine transmembrane transporter activity
SLC38A2	glutamine transport
SLC38A2	L-serine transport
SLC38A2	L-glutamine import across plasma membrane
SLC38A2	L-serine import across plasma membrane
SLC38A2	alanine:sodium symporter activity
SLC38A2	neutral L-amino acid:sodium symporter activity
SLC38A2	proline:sodium symporter activity
SLC38A2	acidic amino acid transmembrane transporter activity
SLC38A2	neutral L-amino acid transmembrane transporter activity
SLC38A2	female pregnancy
SLC38A2	response to muscle activity
SLC38A2	acidic amino acid transport
SLC38A2	neutral amino acid transport
SLC38A2	cerebral cortex development
SLC38A2	glycine betaine transport
SLC38A2	cellular response to amino acid starvation
SLC38A2	amino acid import
SLC38A2	cellular response to mechanical stimulus
SLC38A2	regulation of cellular response to stress
SLC38A2	regulation of glutamate secretion, neurotransmission
SLC38A2	cellular response to arsenite(3-)
SLC38A2	L-proline import across plasma membrane
SLC38A2	brush border
SLC38A2	axon
SLC38A2	dendrite
SLC38A2	sarcolemma
SLC38A2	neuronal cell body
SLC38A2	
SLC38A2	transmembrane transport
SLPI	extracellular region
SLPI	peptidase inhibitor activity
SLPI	Golgi apparatus
SLPI	serine-type endopeptidase inhibitor activity
SLPI	protein binding
SLPI	DNA binding
SLPI	innate immune response
SLPI	extracellular space
SLPI	immune response
SLPI	defense response to bacterium
SLPI	mRNA binding
SLPI	enzyme binding
SLPI	response to lipopolysaccharide
SLPI	extracellular exosome
SLPI	negative regulation of viral genome replication
SLPI	collagen-containing extracellular matrix
SLPI	antibacterial humoral response
SLPI	specific granule lumen
SLPI	negative regulation of protein binding
SLPI	endopeptidase inhibitor activity
SLPI	modulation of process of another organism
SMOX	
SMOX	oxidoreductase activity
SMOX	nucleus
SMOX	cytoplasm
SMOX	nuclear membrane
SMOX	cytosol
SMOX	nucleoplasm
SMOX	intracellular membrane-bounded organelle
SMOX	xenobiotic metabolic process
SMOX	polyamine biosynthetic process
SMOX	polyamine oxidase activity
SMOX	spermine catabolic process
SMOX	polyamine catabolic process
SMOX	spermine:oxygen oxidoreductase (spermidine-forming) activity
SNHG5	
SNHG5	RNA processing
SNHG5	nucleolus
SNRPG	RNA binding
SNRPG	spliceosomal snRNP assembly
SNRPG	spliceosomal complex
SNRPG	nucleus
SNRPG	mRNA processing
SNRPG	RNA splicing
SNRPG	cytoplasm
SNRPG	nucleoplasm
SNRPG	protein binding
SNRPG	cytosol
SNRPG	mRNA splicing, via spliceosome
SNRPG	U1 snRNP
SNRPG	catalytic step 2 spliceosome
SNRPG	spliceosomal complex assembly
SNRPG	U4/U6 x U5 tri-snRNP complex
SNRPG	U4 snRNP
SNRPG	P granule
SNRPG	methylosome
SNRPG	SMN-Sm protein complex
SNRPG	U2-type precatalytic spliceosome
SNRPG	U2-type catalytic step 2 spliceosome
SNRPG	U2-type prespliceosome assembly
SNRPG	U2-type spliceosomal complex
SNRPG	U2 snRNP
SNRPG	U2-type prespliceosome
SNRPG	U12-type spliceosomal complex
SNRPG	precatalytic spliceosome
SNRPG	U5 snRNP
SNRPG	7-methylguanosine cap hypermethylation
SNRPG	U7 snRNP
SNRPG	small nuclear ribonucleoprotein complex
SNRPG	spliceosomal tri-snRNP complex
SNRPG	
SPOCK2	protein binding
SPOCK2	calcium ion binding
SPOCK2	extracellular region
SPOCK2	extracellular matrix
SPOCK2	extracellular space
SPOCK2	extracellular matrix binding
SPOCK2	regulation of cell differentiation
SPOCK2	synapse assembly
SPOCK2	collagen binding
SPOCK2	extracellular matrix organization
SPOCK2	glycosaminoglycan binding
SPOCK2	metalloendopeptidase inhibitor activity
SPOCK2	positive regulation of cell-substrate adhesion
SPOCK2	negative regulation of endopeptidase activity
SPOCK2	cellular response to leukemia inhibitory factor
SPOCK2	positive regulation of cell motility
SPOCK2	
SPRYD3	protein binding
SPRYD3	
SPTAN1	protein binding
SPTAN1	calcium ion binding
SPTAN1	cytoplasm
SPTAN1	metal ion binding
SPTAN1	actin binding
SPTAN1	cytoskeleton
SPTAN1	microtubule cytoskeleton
SPTAN1	intracellular membrane-bounded organelle
SPTAN1	plasma membrane
SPTAN1	extracellular region
SPTAN1	cell cortex
SPTAN1	calmodulin binding
SPTAN1	actin filament capping
SPTAN1	cortical actin cytoskeleton
SPTAN1	cytosol
SPTAN1	cadherin binding
SPTAN1	extracellular exosome
SPTAN1	actin filament binding
SPTAN1	cell junction
SPTAN1	membrane
SPTAN1	actin cytoskeleton organization
SPTAN1	structural constituent of cytoskeleton
SPTAN1	specific granule lumen
SPTAN1	tertiary granule lumen
SPTAN1	extracellular vesicle
SPTAN1	cell projection
SPTAN1	spectrin
SPTAN1	
SPTAN1	organelle
SSR1	endoplasmic reticulum membrane
SSR1	membrane
SSR1	endoplasmic reticulum
SSR1	
SSR1	protein binding
SSR1	positive regulation of cell population proliferation
SSR1	cotranslational protein targeting to membrane
SUZ12	nucleus
SUZ12	nucleoplasm
SUZ12	protein binding
SUZ12	zinc ion binding
SUZ12	nuclear body
SUZ12	nucleolus
SUZ12	chromatin organization
SUZ12	enzyme activator activity
SUZ12	methylated histone binding
SUZ12	chromatin DNA binding
SUZ12	negative regulation of cell differentiation
SUZ12	transcription corepressor binding
SUZ12	ESC/E(Z) complex
SUZ12	RNA polymerase II cis-regulatory region sequence-specific DNA binding
SUZ12	chromatin binding
SUZ12	RNA binding
SUZ12	sequence-specific DNA binding
SUZ12	lncRNA binding
SUZ12	promoter-specific chromatin binding
SUZ12	negative regulation of transcription by RNA polymerase II
SUZ12	cell population proliferation
SUZ12	positive regulation of cell population proliferation
SUZ12	oligodendrocyte differentiation
SUZ12	random inactivation of X chromosome
SUZ12	facultative heterochromatin formation
SUZ12	sex chromatin
SUZ12	chromatin silencing complex
SUZ12	RSC-type complex
SUZ12	protein-DNA complex
SUZ12	ribonucleoprotein complex
SUZ12	
TAX1BP1	
TAX1BP1	protein binding
TAX1BP1	cytoplasm
TAX1BP1	mitochondrion
TAX1BP1	zinc ion binding
TAX1BP1	autophagy
TAX1BP1	apoptotic process
TAX1BP1	autophagosome
TAX1BP1	innate immune response
TAX1BP1	cytoplasmic vesicle
TAX1BP1	phagophore assembly site
TAX1BP1	cytosol
TAX1BP1	extracellular exosome
TAX1BP1	negative regulation of apoptotic process
TAX1BP1	protein-macromolecule adaptor activity
TAX1BP1	negative regulation of toll-like receptor 4 signaling pathway
TAX1BP1	negative regulation of cytoplasmic pattern recognition receptor signaling pathway
TAX1BP1	kinase binding
TAX1BP1	negative regulation of NF-kappaB transcription factor activity
TAX1BP1	protein localization to phagocytic vesicle
TMCO1	membrane
TMCO1	calcium channel activity
TMCO1	endoplasmic reticulum membrane
TMCO1	endoplasmic reticulum calcium ion homeostasis
TMCO1	endoplasmic reticulum
TMCO1	calcium ion transmembrane transport
TMCO1	Golgi apparatus
TMCO1	mitochondrion
TMCO1	mitochondrial membrane
TMCO1	Golgi membrane
TMCO1	cytoplasm
TMCO1	protein binding
TMCO1	ribosome binding
TMCO1	ossification
TMCO1	multi-pass transmembrane protein insertion into ER membrane
TMCO1	multi-pass translocon complex
TMCO1	ER overload response
TMED5	Golgi apparatus
TMED5	membrane
TMED5	protein binding
TMED5	endoplasmic reticulum
TMED5	endoplasmic reticulum membrane
TMED5	protein transport
TMED5	endoplasmic reticulum-Golgi intermediate compartment
TMED5	endoplasmic reticulum-Golgi intermediate compartment membrane
TMED5	intracellular protein transport
TMED5	endoplasmic reticulum to Golgi vesicle-mediated transport
TMED5	endoplasmic reticulum exit site
TMED5	Golgi ribbon formation
TMED5	cis-Golgi network
TMED5	COPII-coated ER to Golgi transport vesicle
TMED5	
TMED7	Golgi apparatus
TMED7	membrane
TMED7	ER to Golgi transport vesicle membrane
TMED7	protein binding
TMED7	endoplasmic reticulum
TMED7	endoplasmic reticulum membrane
TMED7	protein transport
TMED7	endoplasmic reticulum-Golgi intermediate compartment
TMED7	cytoplasmic vesicle
TMED7	endoplasmic reticulum-Golgi intermediate compartment membrane
TMED7	intracellular protein transport
TMED7	COPI-coated vesicle membrane
TMED7	endoplasmic reticulum to Golgi vesicle-mediated transport
TMED7	COPI vesicle coat
TMED7	Golgi organization
TMED7	Golgi membrane
TMED7	transport vesicle
TMED7	COPII vesicle coat
TMED7	COPII-coated ER to Golgi transport vesicle
TMED7	
TMEM123	membrane
TMEM123	protein binding
TMEM123	signaling receptor activity
TMEM123	cytoplasmic vesicle
TMEM123	external side of plasma membrane
TMEM123	
TMEM126B	membrane
TMEM126B	mitochondrion
TMEM126B	protein binding
TMEM126B	mitochondrial membrane
TMEM126B	mitochondrial respiratory chain complex I assembly
TMEM126B	mitochondrial inner membrane
TMEM126B	
TMEM126B	mitochondrion organization
TMEM126B	response to food
TMEM158	membrane
TMEM158	peptide binding
TMEM71	
TMEM71	membrane
TMEM71	mitochondrion
TMEM71	protein binding
TNS1	protein binding
TNS1	phosphoprotein phosphatase activity
TNS1	metal ion binding
TNS1	focal adhesion
TNS1	anchoring junction
TNS1	RNA binding
TNS1	cytoplasm
TNS1	actin binding
TNS1	cytoskeleton
TNS1	zinc ion binding
TNS1	cell surface
TNS1	fibroblast migration
TNS1	cell-substrate junction assembly
TNS1	cell-substrate junction
TNS1	
TOMM7	
TOMM7	mitochondrial outer membrane translocase complex
TOMM7	protein import into mitochondrial matrix
TOMM7	mitochondrion
TOMM7	mitochondrial outer membrane
TOMM7	protein binding
TOMM7	protein transport
TOMM7	positive regulation of protein targeting to mitochondrion
TOMM7	regulation of protein stability
TOMM7	positive regulation of parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization
TOMM7	protein insertion into mitochondrial outer membrane
TOMM7	protein transmembrane transporter activity
TOMM7	protein targeting to mitochondrion
TOMM7	TOM complex
TPT1	RNA binding
TPT1	cytoplasm
TPT1	cytosol
TPT1	calcium ion binding
TPT1	protein binding
TPT1	negative regulation of apoptotic process
TPT1	calcium ion transport
TPT1	spindle pole
TPT1	regulation of apoptotic process
TPT1	intracellular calcium ion homeostasis
TPT1	response to virus
TPT1	extracellular exosome
TPT1	extracellular space
TPT1	nucleus
TPT1	cytoplasmic microtubule
TPT1	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage
TPT1	multivesicular body
TPT1	
TRAM1	membrane
TRAM1	SRP-dependent cotranslational protein targeting to membrane, translocation
TRAM1	endoplasmic reticulum
TRAM1	endoplasmic reticulum membrane
TRAM1	protein transport
TRAM1	protein binding
TRAM1	response to unfolded protein
TRAM1	signaling receptor activity
TRAM1	protein insertion into ER membrane
TRAM1	cotranslational protein targeting to membrane
TRAM1	
TXN	protein-disulfide reductase activity
TXN	nucleus
TXN	RNA binding
TXN	cytoplasm
TXN	extracellular region
TXN	cytosol
TXN	nucleoplasm
TXN	protein binding
TXN	protein homodimerization activity
TXN	extracellular exosome
TXN	negative regulation of transcription by RNA polymerase II
TXN	cell redox homeostasis
TXN	negative regulation of protein export from nucleus
TXN	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
TXN	response to radiation
TXN	positive regulation of DNA binding
TXN	thioredoxin-disulfide reductase (NADPH) activity
TXN	protein-disulfide reductase (NAD(P)H) activity
TXN	cellular detoxification of hydrogen peroxide
TXN	response to nitric oxide
TXN	positive regulation of peptidyl-cysteine S-nitrosylation
TXN	
UBL3	protein binding
UBL3	plasma membrane
UBL3	extracellular exosome
UCP2	transmembrane transport
UCP2	glycolytic process
UCP2	mitochondrion
UCP2	protein binding
UCP2	mitochondrial inner membrane
UCP2	antiporter activity
UCP2	protein homodimerization activity
UCP2	chloride transmembrane transport
UCP2	mitochondrial fission
UCP2	inorganic anion transport
UCP2	malate transmembrane transport
UCP2	glutamine metabolic process
UCP2	reactive oxygen species metabolic process
UCP2	macrophage differentiation
UCP2	positive regulation of cold-induced thermogenesis
UCP2	cellular response to glucose stimulus
UCP2	proton transmembrane transport
UCP2	chloride transmembrane transporter activity
UCP2	L-aspartate transmembrane transport
UCP2	proton transmembrane transporter activity
UCP2	response to cold
UCP2	negative regulation of calcium import into the mitochondrion
UCP2	mitochondrial transmembrane transport
UCP2	oxidative phosphorylation uncoupler activity
UCP2	adaptive thermogenesis
UCP2	L-aspartate transmembrane transporter activity
UCP2	secondary active sulfate transmembrane transporter activity
UCP2	oxaloacetate transmembrane transporter activity
UCP2	malate transmembrane transporter activity
UCP2	phosphate ion uniporter activity
UCP2	response to hypoxia
UCP2	C4-dicarboxylate transport
UCP2	oxaloacetate(2-) transmembrane transport
UCP2	sulfate transmembrane transport
UCP2	GDP binding
UCP2	response to superoxide
UCP2	mitochondrial transport
UCP2	response to glucose
UCP2	long-chain fatty acid transport
UCP2	cellular response to insulin stimulus
UCP2	cellular response to hormone stimulus
UCP2	cellular response to amino acid starvation
UCP2	negative regulation of apoptotic process
UCP2	negative regulation of neuron apoptotic process
UCP2	regulation of mitochondrial membrane potential
UCP2	negative regulation of insulin secretion involved in cellular response to glucose stimulus
UCP2	response to fatty acid
UCP2	cellular response to lead ion
UCP2	response to dexamethasone
UCP2	liver regeneration
UCP2	mitochondrial membrane
UCP2	membrane
UCP2	
UQCRQ	mitochondrial electron transport, ubiquinol to cytochrome c
UQCRQ	respiratory chain complex III
UQCRQ	mitochondrion
UQCRQ	mitochondrial inner membrane
UQCRQ	cellular respiration
UQCRQ	
UQCRQ	subthalamus development
UQCRQ	pons development
UQCRQ	cerebellar Purkinje cell layer development
UQCRQ	hippocampus development
UQCRQ	thalamus development
UQCRQ	hypothalamus development
UQCRQ	pyramidal neuron development
UQCRQ	midbrain development
USP15	catalytic activity
USP15	cysteine-type deubiquitinase activity
USP15	protein deubiquitination
USP15	nucleus
USP15	cytoplasm
USP15	cytosol
USP15	nucleoplasm
USP15	mitochondrion
USP15	protein binding
USP15	nuclear body
USP15	cysteine-type endopeptidase activity
USP15	cysteine-type peptidase activity
USP15	proteolysis
USP15	identical protein binding
USP15	deubiquitinase activity
USP15	BMP signaling pathway
USP15	transforming growth factor beta receptor signaling pathway
USP15	negative regulation of transforming growth factor beta receptor signaling pathway
USP15	SMAD binding
USP15	monoubiquitinated protein deubiquitination
USP15	transcription elongation-coupled chromatin remodeling
USP15	transforming growth factor beta receptor binding
USP15	negative regulation of antifungal innate immune response
USP15	ubiquitin-modified histone reader activity
USP15	protein K27-linked deubiquitination
USP15	K48-linked deubiquitinase activity
USP15	positive regulation of RIG-I signaling pathway
USP15	regulation of intrinsic apoptotic signaling pathway in response to osmotic stress by p53 class mediator
USP15	
VAMP7	membrane
VAMP7	vesicle-mediated transport
VAMP7	cytoplasm
VAMP7	plasma membrane
VAMP7	Golgi apparatus
VAMP7	neuron projection
VAMP7	intracellular membrane-bounded organelle
VAMP7	endosome
VAMP7	lamellipodium
VAMP7	protein binding
VAMP7	endoplasmic reticulum
VAMP7	endoplasmic reticulum membrane
VAMP7	protein transport
VAMP7	lysosome
VAMP7	synapse
VAMP7	lysosomal membrane
VAMP7	transport vesicle membrane
VAMP7	late endosome membrane
